Fecha,COD_VIAJE,CLIENTE,UBICACION,Tarifa,CANTIDAD,PILOTO,Q,CREDITO,UNIDAD,C_CLIENTE,MAX,Conos,Custodio,GPS
09-06-17,10001316,TIENDA LA BENDICION,76002,0.3767,221,Ismael Rodero Monteagudo,83.25,60,Panel,2,300, , ,x
09-06-17,10001519,BAR LA OFICINA,76002,0.2751,1432,Juan Francisco Portillo Gomez,394,90,Camion Grande,,1500,x,x,x
09-06-17,10001532,TIENDA LA BENDICION,76002,0.2608,1946,Fernando Mariano Berrio,507.5,90,Camion Grande,,2000,x,x,x
09-06-17,10002121,HOSPITAL ROOSEVELT,76002,0.2693,1766,Pedro Alvarez Parejo,475.5,60,Camion Grande,5,1800, ,x,x
10-06-17,10000111,CHICHARRONERIA EL RICO COLESTEROL,76002,0.3684,414,Fernando Mariano Berrio,152.5,60,Panel,1,500, ,x,x
10-06-17,10000327,BAR LA OFICINA,76002,0.302,789,Hector Giron,238.25,90,Camion Pequeño,2,800,x, ,x
10-06-17,10000526,TAQUERIA EL CHINITO,76002,0.2892,1097,Hector Aragones Frutos,317.25,90,Camion Grande,4,1100,x,x,x
10-06-17,10001104,TIENDA LA BENDICION,76002,0.301,883,Fernando Mariano Berrio,265.75,30,Camion Pequeño,0,900, ,x,x
10-06-17,10001768,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.289,641,Hector Giron,185.25,90,Camion Pequeño,2,700, , ,x
11-06-17,10000267,BAR LA OFICINA,76001,0.306,679,Hector Giron,207.75,30,Camion Pequeño,,700,x, , 
11-06-17,10000912,BAR LA OFICINA,76001,0.2739,1760,Juan Francisco Portillo Gomez,482,90,Camion Grande,1,1800, , , 
11-06-17,10001091,"SPORTA, S.A.",76002,0.2614,1674,Fernando Mariano Berrio,437.5,60,Camion Grande,4,1700,x, ,x
11-06-17,10001543,TIENDA LA BENDICION,76001,0.31,650,Angel Valdez Alegria,201.5,30,Camion Pequeño,3,700,x, ,x
11-06-17,10001569,TIENDA LA BENDICION,76002,0.2558,1028,Pedro Alvarez Parejo,263,30,Camion Grande,4,1100,x, ,x
11-06-17,10001818,TAQUERIA EL CHINITO,76002,0.3308,532,Felipe Villatoro,176,30,Camion Pequeño,2,600,x,x,x
11-06-17,10001905,POLLO PINULITO,76002,0.2531,1947,Hector Aragones Frutos,492.75,60,Camion Grande,5,2000,x,x,x
11-06-17,10002024,"SPORTA, S.A.",76002,0.2671,1699,Angel Valdez Alegria,453.75,60,Camion Grande,,1700,x, ,x
12-06-17,10000654,TAQUERIA EL CHINITO,76001,0.3277,566,Juan Francisco Portillo Gomez,185.5,30,Camion Pequeño,,600, , ,x
12-06-17,10001503,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2508,1224,Ismael Rodero Monteagudo,307,90,Camion Grande,,1300, ,x,x
12-06-17,10001792,HOSPITAL ROOSEVELT,76002,0.2623,568,Hector Giron,149,60,Camion Pequeño,4,600,x, ,x
12-06-17,10001832,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2873,884,Fernando Mariano Berrio,254,60,Camion Pequeño,4,900,x, ,x
13-06-17,10001187,HOSPITAL ROOSEVELT,76001,0.2624,1212,Angel Valdez Alegria,318,60,Camion Grande,,1300,x, ,x
13-06-17,10001668,ABARROTERIA EBENEZER,76001,0.2593,1723,Angel Valdez Alegria,446.75,90,Camion Grande,2,1800, , ,x
14-06-17,10000014,BAR LA OFICINA,76001,0.3586,304,Hector Aragones Frutos,109,90,Panel,2,400,x, ,x
14-06-17,10001987,TIENDA LA BENDICION,76001,0.3224,566,Hector Aragones Frutos,182.5,90,Camion Pequeño,0,600,x,x,x
15-06-17,10000341,BAR LA OFICINA,76001,0.2712,1460,Angel Valdez Alegria,396,30,Camion Grande,2,1500, , ,x
15-06-17,10000977,HOSPITAL ROOSEVELT,76001,0.2691,1307,Hector Aragones Frutos,351.75,60,Camion Grande,3,1400, , ,x
15-06-17,10001016,TAQUERIA EL CHINITO,76001,0.2615,960,Hector Giron,251,90,Camion Pequeño,4,1000,x,x,x
15-06-17,10001043,HOSPITAL ROOSEVELT,76002,0.2956,789,Pedro Alvarez Parejo,233.25,30,Camion Pequeño,5,800,x, ,x
15-06-17,10001667,TAQUERIA EL CHINITO,76002,0.3152,491,Felipe Villatoro,154.75,90,Panel,1,500,x, ,x
15-06-17,10001678,"SPORTA, S.A. / Ajuste",76002,,465,Fernando Mariano Berrio,149.25,30,Panel,0,500, , ,x
16-06-17,10000791,CHICHARRONERIA EL RICO COLESTEROL,76001,0.2615,1735,Luis Jaime Urbano,453.75,30,Camion Grande,2,1800,x,x,x
16-06-17,10001747,TAQUERIA EL CHINITO,76001,0.2535,855,Felipe Villatoro,216.75,90,Camion Pequeño,0,900,x, ,x
16-06-17,10002064,TIENDA LA BENDICION,76002,0.2788,1043,Luis Jaime Urbano,290.75,90,Camion Grande,4,1100,x, ,x
16-06-17,10002132,EL PINCHE OBELISCO,76002,0.3029,813,Juan Francisco Portillo Gomez,246.25,60,Camion Pequeño,1,900,x,x,x
17-06-17,10001107,BAR LA OFICINA,76001,0.2629,1004,Pedro Alvarez Parejo,264,60,Camion Grande,2,1100,x, ,x
17-06-17,10001160,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.3006,949,Hector Giron,285.25,30,Camion Pequeño,4,1000,x, ,x
17-06-17,10001215,TAQUERIA EL CHINITO,76001,0.2781,855,Pedro Alvarez Parejo,237.75,60,Camion Pequeño,0,900,x, ,x
17-06-17,10001553,UBIQUO LABS,76001,0.2586,1628,Fernando Mariano Berrio,421,30,Camion Grande,,1700,x, , 
17-06-17,10001666,BAR LA OFICINA,76002,0.3033,901,Hector Aragones Frutos,273.25,30,Camion Pequeño,5,1000,x, ,x
17-06-17,10001954,UBIQUO LABS,76001,0.2598,205,Luis Jaime Urbano,53.25,60,Panel,0,300,x,x,x
18-06-17,10000527,ABARROTERIA EBENEZER,76002,0.2699,1859,Ismael Rodero Monteagudo,501.75,90,Camion Grande,3,1900, ,x, 
18-06-17,10000711,HOSPITAL ROOSEVELT,76001,0.3824,272,Fernando Mariano Berrio,104,30,Panel,1,300,x, ,x
19-06-17,10000281,"SPORTA, S.A.",76002,0.2754,1890,Angel Valdez Alegria,520.5,60,Camion Grande,5,1900, ,x,x
19-06-17,10000348,TIENDA LA BENDICION,76001,0.2706,1312,Juan Francisco Portillo Gomez,355,30,Camion Grande,5,1400,x,x,x
19-06-17,10000602,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2896,1086,Angel Valdez Alegria,314.5,60,Camion Grande,1,1100,x,x,x
19-06-17,10000786,BAR LA OFICINA,76002,0.2781,711,Fernando Mariano Berrio,197.75,60,Camion Pequeño,5,800,x, ,x
19-06-17,10001647,ABARROTERIA EBENEZER,76001,0.2523,883,Hector Aragones Frutos,222.75,30,Camion Pequeño,0,900,x, ,x
19-06-17,10002058,HOSPITAL ROOSEVELT,76002,0.2697,1775,Hector Giron,478.75,90,Camion Grande,2,1800,x,x,x
20-06-17,10000153,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2628,1952,Hector Giron,513,30,Camion Grande,,2000,x, ,x
20-06-17,10000753,EL GALLO NEGRO,76001,0.2579,1908,Hector Giron,492,30,Camion Grande,2,2000,x, ,x
20-06-17,10000767,UBIQUO LABS,76001,0.2817,630,Hector Aragones Frutos,177.5,30,Camion Pequeño,5,700,x,x,x
20-06-17,10000837,TIENDA LA BENDICION,76001,0.2598,1219,Felipe Villatoro,316.75,90,Camion Grande,0,1300, , ,x
20-06-17,10001433,POLLO PINULITO,76002,0.2636,1839,Ismael Rodero Monteagudo,484.75,90,Camion Grande,4,1900,x, , 
20-06-17,10001677,"SPORTA, S.A.",76001,0.2623,653,Felipe Villatoro,171.25,30,Camion Pequeño,3,700,x, ,x
20-06-17,10001888,ABARROTERIA EBENEZER,76001,0.3246,523,Pedro Alvarez Parejo,169.75,60,Camion Pequeño,5,600,x, ,x
20-06-17,10001985,ABARROTERIA EBENEZER,76001,0.2638,1811,Angel Valdez Alegria,477.75,60,Camion Grande,,1900,x, , 
20-06-17,10001993,HOSPITAL ROOSEVELT,76002,0.2794,1430,Pedro Alvarez Parejo,399.5,60,Camion Grande,5,1500, , ,x
20-06-17,10002098,ABARROTERIA EBENEZER,76001,0.2846,1013,Pedro Alvarez Parejo,288.25,30,Camion Grande,,1100,x, ,x
20-06-17,10002140,TAQUERIA EL CHINITO,76002,0.273,1130,Fernando Mariano Berrio,308.5,90,Camion Grande,4,1200, ,x,x
21-06-17,10000562,TIENDA LA BENDICION,76001,0.2825,1014,Pedro Alvarez Parejo,286.5,60,Camion Grande,1,1100,x, ,x
21-06-17,10000961,TIENDA LA BENDICION,76002,0.2718,870,Fernando Mariano Berrio,236.5,90,Camion Pequeño,,900, , ,x
22-06-17,10000042,BAR LA OFICINA,76002,0.2645,827,Hector Aragones Frutos,218.75,90,Camion Pequeño,2,900,x, ,x
22-06-17,10000146,"SPORTA, S.A.",76001,0.2674,288,Luis Jaime Urbano,77,60,Panel,3,300,x, ,x
22-06-17,10000347,BAR LA OFICINA,76002,0.2777,253,Ismael Rodero Monteagudo,70.25,90,Panel,2,300,x,x,x
22-06-17,10000424,TIENDA LA BENDICION,76001,0.3171,462,Felipe Villatoro,146.5,90,Panel,4,500,x, ,x
22-06-17,10000643,TIENDA LA BENDICION,76001,0.4748,218,Luis Jaime Urbano,103.5,90,Panel,5,300,x,x,x
22-06-17,10001112,UBIQUO LABS / Ajuste,76002,,1291,Felipe Villatoro,326.75,60,Camion Grande,5,1300, ,x, 
22-06-17,10001194,TIENDA LA BENDICION,76002,0.2512,1619,Pedro Alvarez Parejo,406.75,60,Camion Grande,,1700,x, ,x
22-06-17,10001198,HOSPITAL ROOSEVELT,76002,0.2669,948,Hector Giron,253,30,Camion Pequeño,0,1000, ,x,x
22-06-17,10001537,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2964,992,Felipe Villatoro,294,90,Camion Pequeño,,1000, ,x,x
22-06-17,10001869,HOSPITAL ROOSEVELT,76001,0.2654,975,Ismael Rodero Monteagudo,258.75,30,Camion Pequeño,3,1000, , ,x
23-06-17,10000157,TIENDA LA BENDICION,76001,0.2512,1685,Juan Francisco Portillo Gomez,423.25,90,Camion Grande,5,1700, ,x,x
23-06-17,10000274,HOSPITAL ROOSEVELT,76002,0.3104,613,Fernando Mariano Berrio,190.25,60,Camion Pequeño,2,700,x,x,x
23-06-17,10001321,TIENDA LA BENDICION,76002,0.2721,1178,Hector Aragones Frutos,320.5,30,Camion Grande,,1200, , ,x
23-06-17,10001662,TAQUERIA EL CHINITO,76002,0.266,563,Angel Valdez Alegria,149.75,90,Camion Pequeño,,600,x,x,x
23-06-17,10001715,TAQUERIA EL CHINITO,76001,0.2564,1094,Luis Jaime Urbano,280.5,30,Camion Grande,4,1100,x, ,x
23-06-17,10002116,POLLO PINULITO,76001,0.2737,1986,Hector Aragones Frutos,543.5,60,Camion Grande,1,2000, , ,x
24-06-17,10000474,POLLO PINULITO,76002,0.2743,1849,Luis Jaime Urbano,507.25,30,Camion Grande,2,1900,x, ,x
24-06-17,10001124,"SPORTA, S.A.",76002,0.274,1206,Felipe Villatoro,330.5,90,Camion Grande,5,1300,x, ,x
24-06-17,10001142,ABARROTERIA EBENEZER,76001,0.2551,1561,Ismael Rodero Monteagudo,398.25,30,Camion Grande,1,1600,x, ,x
24-06-17,10001826,UBIQUO LABS / Ajuste,76001,,1604,Hector Aragones Frutos,438,90,Camion Grande,5,1700,x, ,x
24-06-17,10001879,TAQUERIA EL CHINITO,76002,0.2805,623,Luis Jaime Urbano,174.75,60,Camion Pequeño,3,700, , ,x
25-06-17,10000537,EL PINCHE OBELISCO / Ajuste,76001,,1947,Fernando Mariano Berrio,526.75,30,Camion Grande,1,2000, , ,x
25-06-17,10000719,BAR LA OFICINA,76002,0.3029,889,Pedro Alvarez Parejo,269.25,90,Camion Pequeño,0,900,x, ,x
25-06-17,10000797,TIENDA LA BENDICION,76001,0.3253,465,Hector Aragones Frutos,151.25,90,Panel,,500, , ,x
25-06-17,10000856,TIENDA LA BENDICION,76001,0.297,681,Luis Jaime Urbano,202.25,30,Camion Pequeño,5,700,x,x,x
25-06-17,10001550,TAQUERIA EL CHINITO,76001,0.2737,1689,Pedro Alvarez Parejo,462.25,60,Camion Grande,3,1700,x,x,x
25-06-17,10001614,CHICHARRONERIA EL RICO COLESTEROL,76002,0.3204,696,Hector Aragones Frutos,223,30,Camion Pequeño,1,700,x,x,x
26-06-17,10000618,TAQUERIA EL CHINITO,76001,0.2945,247,Hector Giron,72.75,30,Panel,4,300, , ,x
26-06-17,10000718,CHICHARRONERIA EL RICO COLESTEROL,76001,0.2715,1302,Angel Valdez Alegria,353.5,30,Camion Grande,5,1400,x, ,x
26-06-17,10000794,TAQUERIA EL CHINITO,76001,0.2564,1879,Hector Aragones Frutos,481.75,90,Camion Grande,5,1900,x,x,x
26-06-17,10002038,"SPORTA, S.A.",76001,0.3622,410,Pedro Alvarez Parejo,148.5,60,Panel,4,500,x,x,x
27-06-17,10000023,TAQUERIA EL CHINITO,76001,0.3276,335,Pedro Alvarez Parejo,109.75,60,Panel,1,400,x, ,x
27-06-17,10000693,POLLO PINULITO,76002,0.2705,1951,Juan Francisco Portillo Gomez,527.75,60,Camion Grande,0,2000,x, ,x
27-06-17,10000803,EL PINCHE OBELISCO / Ajuste,76001,,1074,Pedro Alvarez Parejo,271.5,90,Camion Grande,,1100,x, ,x
27-06-17,10000863,HOSPITAL ROOSEVELT,76002,0.2727,1454,Luis Jaime Urbano,396.5,60,Camion Grande,0,1500,x, ,x
27-06-17,10001472,"SPORTA, S.A.",76001,0.2599,506,Fernando Mariano Berrio,131.5,90,Camion Pequeño,0,600, , ,x
27-06-17,10001531,TIENDA LA BENDICION,76001,0.2625,1037,Juan Francisco Portillo Gomez,272.25,30,Camion Grande,4,1100, , ,x
27-06-17,10001656,TIENDA LA BENDICION,76001,0.2819,941,Luis Jaime Urbano,265.25,30,Camion Pequeño,1,1000,x, ,x
27-06-17,10001952,UBIQUO LABS,76001,0.3172,670,Pedro Alvarez Parejo,212.5,30,Camion Pequeño,4,700, , ,x
27-06-17,10001992,HOSPITAL LAS AMERICAS,76002,0.2522,1382,Fernando Mariano Berrio,348.5,30,Camion Grande,1,1400, ,x, 
27-06-17,10002083,POLLO PINULITO,76002,0.2845,986,Ismael Rodero Monteagudo,280.5,30,Camion Pequeño,1,1000,x,x,x
27-06-17,10002176,BAR LA OFICINA,76002,0.2921,808,Pedro Alvarez Parejo,236,90,Camion Pequeño,4,900,x,x,x
28-06-17,10000102,ABARROTERIA EBENEZER,76001,0.2714,1405,Luis Jaime Urbano,381.25,60,Camion Grande,5,1500, , ,x
28-06-17,10000203,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2566,1509,Hector Giron,387.25,90,Camion Grande,1,1600, ,x,x
28-06-17,10000263,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2905,222,Ismael Rodero Monteagudo,64.5,30,Panel,2,300,x, ,x
28-06-17,10000802,EL GALLO NEGRO,76002,0.2769,1596,Luis Jaime Urbano,442,30,Camion Grande,3,1600, , ,x
28-06-17,10001018,UBIQUO LABS,76001,0.2861,859,Felipe Villatoro,245.75,30,Camion Pequeño,5,900,x, ,x
28-06-17,10001218,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2637,1532,Ismael Rodero Monteagudo,404,30,Camion Grande,4,1600,x,x,x
28-06-17,10001735,TAQUERIA EL CHINITO,76001,0.3515,325,Luis Jaime Urbano,114.25,30,Panel,0,400, , ,x
28-06-17,10001797,TIENDA LA BENDICION,76002,0.2564,1882,Ismael Rodero Monteagudo,482.5,60,Camion Grande,1,1900,x,x,x
29-06-17,10001208,HOSPITAL LAS AMERICAS,76001,0.255,994,Fernando Mariano Berrio,253.5,90,Camion Pequeño,0,1000, ,x,x
29-06-17,10001325,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.3037,652,Hector Giron,198,30,Camion Pequeño,3,700,x,x, 
29-06-17,10001868,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.3165,481,Felipe Villatoro,152.25,90,Panel,5,500,x, ,x
29-06-17,10002111,TAQUERIA EL CHINITO,76002,0.2729,1967,Luis Jaime Urbano,536.75,30,Camion Grande,2,2000,x,x,x
30-06-17,10000233,TAQUERIA EL CHINITO,76001,0.2636,1768,Felipe Villatoro,466,60,Camion Grande,4,1800, ,x,x
30-06-17,10000328,UBIQUO LABS,76002,0.2645,1521,Ismael Rodero Monteagudo,402.25,90,Camion Grande,5,1600,x, ,x
30-06-17,10000356,BAR LA OFICINA,76002,0.2792,1577,Ismael Rodero Monteagudo,440.25,60,Camion Grande,0,1600,x, , 
30-06-17,10001022,"SPORTA, S.A.",76001,0.2523,1763,Angel Valdez Alegria,444.75,60,Camion Grande,0,1800, ,x,x
30-06-17,10001138,TAQUERIA EL CHINITO,76002,0.3102,266,Fernando Mariano Berrio,82.5,30,Panel,5,300,x,x,x
30-06-17,10001174,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.3298,426,Pedro Alvarez Parejo,140.5,30,Panel,,500,x, ,x
30-06-17,10001329,UBIQUO LABS,76002,0.3264,484,Juan Francisco Portillo Gomez,158,60,Panel,,500, , ,x
30-06-17,10001939,TIENDA LA BENDICION,76002,0.2525,1969,Hector Aragones Frutos,497.25,60,Camion Grande,0,2000,x,x,x
30-06-17,10002171,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.3018,908,Pedro Alvarez Parejo,274,60,Camion Pequeño,0,1000,x,x,x
01-07-17,10000017,TAQUERIA EL CHINITO,76002,0.2745,1186,Ismael Rodero Monteagudo,325.5,30,Camion Grande,4,1200,x,x,x
01-07-17,10000401,BAR LA OFICINA,76001,0.2509,1164,Hector Aragones Frutos,292,30,Camion Grande,4,1200, ,x,x
01-07-17,10000635,ABARROTERIA EBENEZER,76001,0.2835,1074,Hector Aragones Frutos,304.5,90,Camion Grande,0,1100,x,x,x
01-07-17,10001162,EL PINCHE OBELISCO,76001,0.3235,558,Juan Francisco Portillo Gomez,180.5,60,Camion Pequeño,2,600,x,x, 
01-07-17,10001466,TIENDA LA BENDICION,76002,0.3145,217,Hector Giron,68.25,90,Panel,0,300,x,x,x
01-07-17,10001809,CHICHARRONERIA EL RICO COLESTEROL,76002,0.2587,1945,Hector Aragones Frutos,503.25,90,Camion Grande,,2000,x,x, 
01-07-17,10002087,"SPORTA, S.A.",76001,0.2578,1151,Hector Aragones Frutos,296.75,30,Camion Grande,5,1200,x, ,x
02-07-17,10000560,UBIQUO LABS,76001,0.2736,1355,Felipe Villatoro,370.75,60,Camion Grande,2,1400, , ,x
02-07-17,10000592,TIENDA LA BENDICION,76001,0.2633,826,Pedro Alvarez Parejo,217.5,30,Camion Pequeño,1,900, ,x, 
02-07-17,10001171,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2723,1795,Felipe Villatoro,488.75,90,Camion Grande,3,1800,x,x,x
02-07-17,10001549,HOSPITAL ROOSEVELT,76002,0.28,1601,Juan Francisco Portillo Gomez,448.25,60,Camion Grande,1,1700,x, ,x
02-07-17,10001607,EL PINCHE OBELISCO / Ajuste,76001,,869,Felipe Villatoro,245.25,90,Camion Pequeño,0,900,x, ,x
02-07-17,10001903,"SPORTA, S.A.",76001,0.2969,789,Ismael Rodero Monteagudo,234.25,30,Camion Pequeño,3,800,x,x,x
02-07-17,10002059,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.3069,334,Pedro Alvarez Parejo,102.5,30,Panel,5,400,x,x,x
02-07-17,10002164,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2631,1302,Pedro Alvarez Parejo,342.5,90,Camion Grande,3,1400,x, ,x
03-07-17,10000141,"SPORTA, S.A.",76002,0.2707,1544,Ismael Rodero Monteagudo,418,60,Camion Grande,5,1600,x,x,x
03-07-17,10000410,HOSPITAL LAS AMERICAS,76001,0.262,1328,Felipe Villatoro,348,90,Camion Grande,4,1400, , ,x
03-07-17,10000567,HOSPITAL LAS AMERICAS,76001,0.254,1249,Luis Jaime Urbano,317.25,30,Camion Grande,0,1300,x,x,x
03-07-17,10000593,BAR LA OFICINA,76001,0.2541,485,Hector Aragones Frutos,123.25,60,Panel,1,500,x, ,x
03-07-17,10000631,TAQUERIA EL CHINITO,76001,0.2634,1416,Hector Giron,373,60,Camion Grande,3,1500,x, ,x
03-07-17,10000666,HOSPITAL ROOSEVELT,76001,0.2525,1571,Fernando Mariano Berrio,396.75,60,Camion Grande,,1600,x,x,x
03-07-17,10000727,TIENDA LA BENDICION,76001,0.2913,557,Felipe Villatoro,162.25,90,Camion Pequeño,5,600,x, ,x
03-07-17,10000964,TIENDA LA BENDICION,76002,0.3022,767,Luis Jaime Urbano,231.75,60,Camion Pequeño,0,800,x,x,x
03-07-17,10001227,TAQUERIA EL CHINITO,76002,0.2873,778,Hector Aragones Frutos,223.5,30,Camion Pequeño,0,800,x, ,x
03-07-17,10001567,BAR LA OFICINA,76001,0.2752,1072,Felipe Villatoro,295,90,Camion Grande,1,1100,x,x,x
03-07-17,10001660,EL PINCHE OBELISCO / Ajuste,76002,,514,Hector Giron,174.5,60,Camion Pequeño,0,600,x,x,x
03-07-17,10001718,UBIQUO LABS,76002,0.257,1720,Luis Jaime Urbano,442,90,Camion Grande,4,1800,x, ,x
03-07-17,10001760,ABARROTERIA EBENEZER,76001,0.2619,1929,Fernando Mariano Berrio,505.25,60,Camion Grande,1,2000, ,x,x
04-07-17,10000970,TIENDA LA BENDICION,76001,0.2593,1512,Juan Francisco Portillo Gomez,392,30,Camion Grande,3,1600,x, ,x
04-07-17,10001002,UBIQUO LABS / Ajuste,76002,,398,Fernando Mariano Berrio,119.5,60,Panel,5,400,x, ,x
04-07-17,10001481,BAR LA OFICINA,76001,0.2694,875,Angel Valdez Alegria,235.75,30,Camion Pequeño,5,900,x,x,x
04-07-17,10001617,TIENDA LA BENDICION,76002,0.2626,1672,Ismael Rodero Monteagudo,439,30,Camion Grande,5,1700,x,x,x
04-07-17,10001704,POLLO PINULITO,76002,0.292,904,Hector Aragones Frutos,264,30,Camion Pequeño,0,1000,x,x,x
04-07-17,10002028,POLLO PINULITO,76001,0.2606,1973,Ismael Rodero Monteagudo,514.25,60,Camion Grande,,2000,x,x,x
05-07-17,10001556,HOSPITAL LAS AMERICAS,76002,0.3009,884,Fernando Mariano Berrio,266,30,Camion Pequeño,3,900, ,x, 
05-07-17,10001659,CHICHARRONERIA EL RICO COLESTEROL,76002,0.273,1957,Hector Aragones Frutos,534.25,90,Camion Grande,,2000,x, ,x
06-07-17,10000205,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2799,1536,Felipe Villatoro,430,90,Camion Grande,,1600,x, ,x
06-07-17,10000217,POLLO PINULITO / Ajuste,76001,,919,Hector Aragones Frutos,270.75,30,Camion Pequeño,,1000,x,x,x
06-07-17,10000852,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2913,1090,Fernando Mariano Berrio,317.5,60,Camion Grande,4,1100, , , 
07-07-17,10000010,HOSPITAL ROOSEVELT,76002,0.2835,1343,Fernando Mariano Berrio,380.75,90,Camion Grande,1,1400,x, ,x
07-07-17,10000136,ABARROTERIA EBENEZER,76001,0.2534,1193,Felipe Villatoro,302.25,30,Camion Grande,4,1200, ,x,x
07-07-17,10000186,TAQUERIA EL CHINITO,76002,0.2698,1719,Pedro Alvarez Parejo,463.75,30,Camion Grande,3,1800,x,x,x
07-07-17,10000359,TAQUERIA EL CHINITO,76002,0.251,1944,Fernando Mariano Berrio,488,60,Camion Grande,4,2000, ,x,x
07-07-17,10001224,CHICHARRONERIA EL RICO COLESTEROL,76001,0.26,1703,Luis Jaime Urbano,442.75,90,Camion Grande,0,1800, ,x,x
07-07-17,10001459,UBIQUO LABS,76002,0.2879,819,Juan Francisco Portillo Gomez,235.75,60,Camion Pequeño,2,900,x,x,x
07-07-17,10001501,HOSPITAL ROOSEVELT,76002,0.3082,361,Angel Valdez Alegria,111.25,90,Panel,1,400, , ,x
07-07-17,10001529,BAR LA OFICINA,76001,0.2515,680,Felipe Villatoro,171,30,Camion Pequeño,0,700, ,x,x
07-07-17,10001545,CHICHARRONERIA EL RICO COLESTEROL,76001,0.3117,583,Luis Jaime Urbano,181.75,60,Camion Pequeño,2,600,x,x,x
07-07-17,10001561,UBIQUO LABS,76002,0.2588,567,Pedro Alvarez Parejo,146.75,30,Camion Pequeño,2,600,x, ,x
07-07-17,10001587,HOSPITAL ROOSEVELT,76001,0.2755,1413,Fernando Mariano Berrio,389.25,60,Camion Grande,5,1500,x,x,x
07-07-17,10001831,TIENDA LA BENDICION,76002,0.2598,1728,Angel Valdez Alegria,449,30,Camion Grande,,1800,x, ,x
07-07-17,10002081,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2775,1273,Angel Valdez Alegria,353.25,90,Camion Grande,0,1300,x, ,x
08-07-17,10001374,BAR LA OFICINA,76002,0.2638,363,Felipe Villatoro,95.75,60,Panel,0,400,x, ,x
08-07-17,10001623,ABARROTERIA EBENEZER,76002,0.2557,1401,Ismael Rodero Monteagudo,358.25,90,Camion Grande,4,1500,x,x,x
08-07-17,10002097,TAQUERIA EL CHINITO,76001,0.2829,1427,Hector Giron,403.75,90,Camion Grande,5,1500,x,x, 
09-07-17,10000633,HOSPITAL ROOSEVELT,76001,0.269,1838,Luis Jaime Urbano,494.5,60,Camion Grande,2,1900,x, ,x
09-07-17,10001547,EL PINCHE OBELISCO / Ajuste,76001,,1577,Fernando Mariano Berrio,397.25,90,Camion Grande,2,1600, , , 
09-07-17,10002089,TAQUERIA EL CHINITO,76001,0.3512,247,Hector Giron,86.75,90,Panel,1,300,x,x,x
10-07-17,10000025,UBIQUO LABS,76001,0.2754,1061,Fernando Mariano Berrio,292.25,60,Camion Grande,0,1100, ,x,x
10-07-17,10000333,TIENDA LA BENDICION,76001,0.2813,1055,Ismael Rodero Monteagudo,296.75,90,Camion Grande,4,1100,x, ,x
10-07-17,10000423,BAR LA OFICINA,76001,0.2726,1285,Fernando Mariano Berrio,350.25,60,Camion Grande,4,1300,x, ,x
10-07-17,10000715,TAQUERIA EL CHINITO,76001,0.2708,1638,Pedro Alvarez Parejo,443.5,60,Camion Grande,4,1700,x,x,x
10-07-17,10000827,HOSPITAL ROOSEVELT,76002,0.2783,953,Angel Valdez Alegria,265.25,90,Camion Pequeño,,1000,x, ,x
10-07-17,10001176,"SPORTA, S.A.",76001,0.2582,1595,Ismael Rodero Monteagudo,411.75,90,Camion Grande,4,1600,x, ,x
10-07-17,10001450,TIENDA LA BENDICION,76001,0.2797,1682,Felipe Villatoro,470.5,30,Camion Grande,3,1700,x, ,x
10-07-17,10001620,BAR LA OFICINA,76002,0.2517,1729,Hector Aragones Frutos,435.25,60,Camion Grande,3,1800,x,x,x
10-07-17,10001821,TAQUERIA EL CHINITO,76001,0.2596,1149,Hector Aragones Frutos,298.25,60,Camion Grande,3,1200,x,x,x
10-07-17,10001863,UBIQUO LABS / Ajuste,76001,,1583,Hector Aragones Frutos,435.75,90,Camion Grande,4,1600,x,x,x
11-07-17,10000320,HOSPITAL ROOSEVELT,76002,0.2534,1780,Felipe Villatoro,451,60,Camion Grande,2,1800, , ,x
11-07-17,10000690,CHICHARRONERIA EL RICO COLESTEROL,76001,0.2829,1400,Juan Francisco Portillo Gomez,396,30,Camion Grande,,1400, ,x,x
11-07-17,10000709,POLLO PINULITO,76001,0.257,718,Felipe Villatoro,184.5,30,Camion Pequeño,4,800,x,x,x
